created_at,text,sentiment
2017-10-31T17:03:44Z,"morn,activ,flow,aapl,qcom,mu,intc,bac,fb,baba,ge,msft,nvda,amd,uaa,ak,amzn,pfe,twtr,mdlz,wfc,vrx,wynn",0
2017-10-31T17:15:02Z,"love,msft,excel,technic,rate,check,full,report,chartmil",0
2017-10-31T17:20:10Z,"aaoi,short,miss,forc,drive,growth,nvda,amzn,msft,play,datacent,thi,acia,mtsi,telecom",1
2017-10-31T17:20:12Z,"msft,continu,drive,growth",0
2017-10-31T17:30:50Z,"big,bullish,unusu,option,activ,detect,smh,baba,msft,mu,big,bearish,intc,smh,mu,qcom",0
2017-10-31T17:56:22Z,"msft,feel,like,thi,randomli,appl,strength,btfd",1
2017-10-31T18:00:23Z,"sell,nake,put,improv,portfolio,perform,trxc,msft,abev,grpn,czr,mrk,nok,swn,itun,ctl,jd,fb",0
2017-10-31T18:11:04Z,"nvda,reveal,new,ai,partner,bah,amzn,fb,hpe,msft",0
2017-10-31T18:18:29Z,"upgrad,downgrad,initi,amp,msft,zbra,mrk,cog,payc,wday,crm,vygr,swch,uaa,lyb,baba,exa",0
2017-10-31T18:24:33Z,"microsoft,bull,run,yet,amzn,msft",0
2017-10-31T18:35:17Z,"tech,giant,want,amzn,smart,speaker,success,aapl,msft,goog,googl",0
2017-10-31T18:42:47Z,"audc,shld,acquir,csco,msft,post,csco,buy,bsft,csco,cld,keep,away,industri,hurt,msft,son",1
2017-10-31T18:46:01Z,"power,hour,watchlist,pyd,ctxr,snap,amcn,stml,nvda,eman,sstk,msft,apti,sne,ssd,amzn,hlit,clmt,rsl,hmni,ani",0
2017-10-31T18:47:46Z,"msft,argu,think,share,could,move,higher,commerci,amp,public,cloud,biz,propel,growth,upgrad,hold,buy,price",0
2017-10-31T18:49:43Z,"msft,continu,pull,back,record,pop,earn,still,put,lipstick,slow,growth,mega,cap,call,gem",0
2017-10-31T18:53:52Z,"msft,thi,drop,rsi,went,high,day,drop,cool,still,vs",0
2017-10-31T18:54:50Z,"amzn,msft,eow",0
2017-10-31T19:08:22Z,"mtch,think,like,idea,mtch,may,buy,target,msft,bot,lnkd,mtch,start,grow",0
2017-10-31T19:10:26Z,"facebook,inc,look,continu,tech,trend,strong,earn,fb,msft,googl,amzn",0
2017-10-31T19:20:37Z,"top,analyst,upgrad,octob,msft,nvax,omc,ssd,wppgi,zbra",0
2017-10-31T19:24:29Z,"msft,enjoy,dip,great,time,end,year",1
2017-10-31T19:32:00Z,"msft,ha,score,thi,indic,msft,financi,healthi,littl,risk,bank",0
2017-10-31T19:32:53Z,"big,bullish,unusu,option,activ,detect,msft,mu,baba,aapl,big,bearish,intc,smh,mu,qcom",0
2017-10-31T19:32:53Z,"msft,littl,disappoint,today,wait,profit,taker,get,start,run,thi,monster",1
2017-10-31T19:37:08Z,"analyst,ponder,appl,compet,gucci,cloth,rather,galaxi,phone,aapl,amzn,burbi,tsla,msft",0
2017-10-31T19:43:58Z,"msft,let,say,cloud,hold",0
2017-10-31T19:46:25Z,"amd,knock,knock,client,aapl,sne,msft,baba,tcehi,ssnlf,hpq,goog,amzn,dell,lenovo",1
2017-10-31T19:58:32Z,msft,1
2017-10-31T20:02:54Z,"msft,step,fall,buck,see,gap,tommorrow",-1
2017-10-31T20:03:05Z,"msft,edg,got,frozen,guy,instal,chrome,lol",0
2017-10-31T20:10:54Z,"hdp,world,know,soon,hortonwork,msft,hdp,hdp,right,get,buck,cloud",0
2017-10-31T20:11:21Z,"djia,spx,qqq,baba,msft,amzn,aapl,goog,fb,nflx,usdcad,eurusd,usdjpi,gbpusd,usdcni,trade,humor",0
2017-10-31T20:17:18Z,"msft,hdp,hortonwork,ibm,msft,usa,govern,hdp,go,higher,much,higher,regardless",0
2017-10-31T20:26:34Z,"portfolio,time,high,today,swing,port,mzor,mu,srpt,extr,labu,itci,ira,avgo,fb,amat,lrcx,bac,msft,googl,duk",0
2017-10-31T20:38:44Z,"hot,option,report,end,day,octob,db,ge,pfe,msft,eca,bac,kate,aapl",0
2017-10-31T20:39:03Z,"cumul,revenu,growth,top,tech,compani,sinc,aapl,msft,goog,amzn,nflx",1
2017-10-31T20:51:41Z,"activ,hour,spi,eem,ge,gdx,bac,gdxj,f,vz,msft,appl,mu,intc,pfe,skt,pfe,skt,kmi",0
2017-10-31T20:57:27Z,"invest,club,favorit,amzn,hd,aapl,fb,baba,msft,di,v,jnj,low",0
2017-10-31T21:04:46Z,"tech,predict,cloud,platform,battl,goe,next,level,amzn,msft,googl",0
2017-10-31T21:16:57Z,"msft,buy,way,reward",1
2017-10-31T21:23:24Z,"top,femal,engin,juli,leav,msft,year,servic",0
2017-10-31T21:29:14Z,"big,call,buyer,bac,ftnt,pxd,intc,trip,nbr,ak,mu,ccl,ebay,tpx,ggp,ceqp,bkd,amcn,wynn,pypl,cbi,msft,amba,gs,lv",0
2017-10-31T21:41:46Z,"bigthang,thought,ad,handl,big,posit,msft,call,big,loss,still,time,thi",0
2017-10-31T21:47:52Z,"msft,look,year,chart,thi,usual,pull,back,bolling,band,high,end,buy,ani,weak",0
